"name","region_count","ratio_tumor_tissue","largest_tumor_area","longest_axis_largest_tumor","pixels_gt_90","avg_prediction","max_area","mean_area","area_variance","area_skew","area_kurt","max_perimeter","mean_perimeter","perimeter_variance","perimeter_skew","perimeter_kurt","max_eccentricity","mean_eccentricity","eccentricity_variance","eccentricity_skew","eccentricity_kurt","max_extent","mean_extent","extent_variance","extent_skew","extent_kurt","max_solidity","mean_solidity","solidity_variance","solidity_skew","solidity_kurt"
"Normal_116",2.0,0.0,3.0,3.68,5.0,248.75,3.0,2.5,0.25,0.0,-2.0,1.21,0.6,0.36,0.0,-2.0,1.0,0.99,0.0,-0.0,-2.0,1.0,0.97,0.02,-3.47,10.07,1.0,1.0,0.0,0.0,-3.0
"Normal_117",35.0,0.0,2.0,2.0,40.0,245.0,2.0,1.14,0.12,2.04,2.17,0.0,0.0,0.0,0.0,-3.0,1.0,0.14,0.12,2.04,2.17,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_118",21.0,0.0,2.0,2.0,21.0,243.57,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_122",21.0,0.0,3.0,2.31,23.0,241.31,2.0,1.1,0.09,2.76,5.61,0.0,0.0,0.0,0.0,-3.0,1.0,0.1,0.09,2.76,5.61,1.0,1.0,0.0,-7.28,51.02,1.0,1.0,0.0,0.0,-3.0
"Normal_123",8.0,0.0,2.0,2.0,8.0,247.5,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.98,0.01,-4.48,18.05,1.0,1.0,0.0,0.0,-3.0
"Normal_124",165.0,0.0,5.0,5.91,209.0,247.86,5.0,1.27,0.44,2.91,9.13,4.0,0.12,0.29,5.36,30.7,1.0,0.16,0.13,1.79,1.24,1.0,0.95,0.02,-2.83,6.3,1.0,0.99,0.0,-7.34,56.94
"Normal_152",6.0,0.0,1.0,0.0,6.0,243.17,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0,1.0,1.0,0.0,0.0,-3.0
"Normal_157",8.0,0.0,3.0,3.68,10.0,240.19,2.0,1.25,0.19,1.15,-0.67,0.0,0.0,0.0,0.0,-3.0,1.0,0.25,0.19,1.15,-0.67,1.0,0.99,0.01,-6.4,39.02,1.0,1.0,0.0,0.0,-3.0
"Normal_158",9.0,0.0,3.0,4.62,9.0,245.33,1.0,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,1.0,0.98,0.01,-4.29,16.65,1.0,1.0,0.0,0.0,-3.0
"Normal_159",139.0,0.0,7.0,6.25,177.0,249.89,7.0,1.27,0.57,4.48,25.91,5.0,0.12,0.39,6.1,38.5,1.0,0.18,0.14,1.67,0.81,1.0,0.97,0.02,-3.74,12.52,1.0,1.0,0.0,-8.34,68.43
